reaction_id,loopless_flux,standard_flux,delta
FE3Gabcpp,0.0,0.0,0.0
FE3PYOVDL2,-3.333333333333394,-3.333333333333313,-8.08242361927114e-14
FE3abc,0.0,0.0,0.0
FE3abcpp,0.0,0.0,0.0
FE3t,0.0,0.0,0.0
FE3tex,0.0,0.0,0.0
FEDCabc,0.0,0.0,0.0
FEENTERexs,0.0,0.0,0.0
FEOXAMexs,0.0,0.0,0.0
FFSD,0.0,0.0,0.0
FFSD1r,0.0,0.0,0.0
FGLU_1,0.0,0.0,0.0
FMNAT,0.0,0.0,0.0
FMNRx,0.0,0.0,0.0
FMNRx2,0.0,0.0,0.0
FMNRy,0.0,0.0,0.0
FOLD3,0.0,0.0,0.0
FOLR2,0.0,0.0,0.0
FOMETRi,0.0,0.0,0.0
FORAMD,0.0,0.0,0.0
FORtex,0.0,0.0,0.0
FRD2,0.0,0.0,0.0
FRD3,0.0,1.9498069566427086e-14,-1.9498069566427086e-14
FRDO,0.0,0.0,0.0
FRDx,0.0,0.0,0.0
FRUK,0.0,0.0,0.0
FRUpts,0.0,0.0,0.0
FRUpts2,0.0,0.0,0.0
FTHFCL,0.0,0.0,0.0
FTHFLi,0.0,0.0,0.0
FUM,0.0,1.9905802144290766e-15,-1.9905802144290766e-15
FUMAC,0.0,0.0,0.0
G1PACT,0.0,0.0,0.0
G1PP,0.0,0.0,0.0
G1SAT,0.0,0.0,0.0
G3PAT160,0.0,0.0,0.0
G3PAT161,0.0,0.0,0.0
G3PAT180,0.0,0.0,0.0
G3PAT181,0.0,0.0,0.0
G3PCT,0.0,0.0,0.0
G3PD1ir,6.001785714285513,6.001785714285707,-1.936228954946273e-13
G3PD4,6.001785714285512,6.001785714285706,-1.936228954946273e-13
G3PEabcpp,0.0,0.0,0.0
G3POA_BS,0.0,0.0,0.0
G3PT,0.0,0.0,0.0
G5SADs,0.0,0.0,0.0
G5SD,0.0,0.0,0.0
G6PBDH,0.0,0.0,0.0
G6PDA,0.0,0.0,0.0
G6PDH2r,0.0,0.0,0.0
G6PI,0.0,0.0,0.0
G6PP,0.0,0.0,0.0
GALK2,0.0,0.0,0.0
GALKr,-9.999999999999664,-10.0,3.3573144264664734e-13
GALM,0.0,0.0,0.0
GALM1,0.0,0.0,0.0
GALM2,0.0,0.0,0.0
GALS3,7.203793316387268e-15,0.0,7.203793316387268e-15
GALT,-9.999999999999664,-10.0,3.3573144264664734e-13
GALTpts,0.0,0.0,0.0
GALURDH,0.0,0.0,0.0
GALURt2rpp,0.0,0.0,0.0
GALURtex,0.0,0.0,0.0
GALUi,9.999999999999664,10.0,-3.3573144264664734e-13
GALabc,0.0,0.0,0.0
GALabcpp,0.0,0.0,0.0
GALpts,-9.999999999999673,-10.0,3.268496584496461e-13
GALt2_3,0.0,0.0,0.0
GALt2pp,0.0,0.0,0.0
GAMpts,0.0,0.0,0.0
GAPD,9.999999999999684,10.00000000000001,-3.268496584496461e-13
GAPDi_nadp,0.0,0.0,0.0
GARFT,0.0,0.0,0.0
GCALDD,0.0,0.0,0.0
GCCa,0.0,0.0,0.0
GCCa_1,0.0,0.0,0.0
GCCb,0.0,0.0,0.0
GCCb_1,0.0,0.0,0.0
GCCc,0.0,0.0,0.0
GCCc_1,0.0,0.0,0.0
GDH1,2.9526002079523796e-15,1.1040575226145132e-14,-8.087975018192753e-15
GDPTPDP,0.0,0.0,0.0
GF6PTA,0.0,0.0,0.0
GHMT2r,0.0,0.0,0.0
GK1,-2.9526002079523804e-15,-1.1040575226145132e-14,8.087975018192751e-15
GK2,0.0,0.0,0.0
GLCADpts,0.0,0.0,0.0
GLCAt2,0.0,0.0,0.0
GLCDpp,0.0,0.0,0.0
GLCNt2ir,0.0,0.0,0.0
GLCNt2r,0.0,0.0,0.0
GLCNt2rpp,0.0,0.0,0.0
GLCRt1,0.0,0.0,0.0
GLCURDH,0.0,0.0,0.0
GLCURt2rpp,0.0,0.0,0.0
GLCURtex,0.0,0.0,0.0
GLCabc,0.0,0.0,0.0
GLCabcpp,0.0,0.0,0.0
GLCpts,0.0,0.0,0.0
GLCptspp,0.0,0.0,0.0
GLCt2pp,0.0,0.0,0.0
GLGC,0.0,0.0,0.0
GLNS,0.0,0.0,0.0
GLNabc,0.0,0.0,0.0
GLTPD,0.0,0.0,0.0
GLU5K,0.0,0.0,0.0
GLUDC,0.0,0.0,0.0
GLUDxi,0.0,0.0,0.0
GLUDy,0.0,-4.4239611858379396e-14,4.4239611858379396e-14
GLUDy_1,0.0,0.0,0.0
GLUKA_1,0.0,0.0,0.0
GLUN,0.0,0.0,0.0
GLUPRT,0.0,0.0,0.0
GLUR,0.0,0.0,0.0
GLUSfx,0.0,0.0,0.0
GLUSx,0.0,0.0,0.0
GLUSy,2.9526002079523796e-15,6.734719124112282e-15,-3.782118916159903e-15
GLUTARH,0.0,0.0,0.0
GLUTRR,0.0,0.0,0.0
GLUTRS,0.0,0.0,0.0
GLUabc,0.0,0.0,0.0
GLUt2r,0.0,0.0,0.0
GLUt2rpp,0.0,0.0,0.0
GLUt4,0.0,0.0,0.0
GLUt4pp,0.0,0.0,0.0
GLUtex,0.0,0.0,0.0
GLXCBL,0.0,0.0,0.0
GLXO1,0.0,-8.493899877152009e-15,8.493899877152009e-15
GLYALDDr,0.0,0.0,0.0
GLYALDt,-10.0,-10.0,0.0
GLYAT,0.0,0.0,0.0
GLYBabc,0.0,0.0,0.0
GLYBt2r,0.0,0.0,0.0
GLYBt3pp,0.0,0.0,0.0
GLYBtex,0.0,0.0,0.0
GLYC3Pabcpp,0.0,0.0,0.0
GLYCDH,0.0,-4.125574777827972e-15,4.125574777827972e-15
GLYCK,0.0,0.0,0.0
GLYCL,0.0,0.0,0.0
GLYCLTDx,0.0,0.0,0.0
GLYCTO1,0.0,0.0,0.0
GLYCTO3,0.0,0.0,0.0
GLYCYSAP,0.0,0.0,0.0
GLYCYSabc,0.0,0.0,0.0
GLYCt,-10.0,-9.999999999999995,-5.329070518200751e-15
GLYCtex,0.0,0.0,0.0
GLYCtpp,0.0,0.0,0.0
GLYGLNabcpp,0.0,0.0,0.0
GLYGLNtex,0.0,0.0,0.0
GLYGLNtr,0.0,0.0,0.0
GLYGLUabcpp,0.0,0.0,0.0
GLYGLUtex,0.0,0.0,0.0
GLYGLYCNc,0.0,0.0,0.0
GLYGLYGLNtr,0.0,0.0,0.0
GLYGLYabcpp,0.0,0.0,0.0
GLYGLYtex,0.0,0.0,0.0
GLYK,0.0,0.0,0.0
GLYLEUAP,0.0,0.0,0.0
GLYLEUtr,0.0,0.0,0.0
GLYMETabcpp,0.0,0.0,0.0
GLYMETtex,0.0,0.0,0.0
GLYMETtr,0.0,0.0,0.0
GLYO1,0.0,-8.500344497016218e-15,8.500344497016218e-15
GLYOX,0.0,0.0,0.0
GLYOX_1,0.0,0.0,0.0
GLYPHEAP,0.0,0.0,0.0
GLYPHEHYc,0.0,0.0,0.0
GLYPHEabcpp,0.0,0.0,0.0
GLYPHEtex,0.0,0.0,0.0
GLYPHEtr,0.0,0.0,0.0
GLYSERabcpp,0.0,0.0,0.0
GLYSERtex,0.0,0.0,0.0
GLYTYRAP,0.0,0.0,0.0
GLYTYRabc,0.0,0.0,0.0
GLYabc,0.0,0.0,0.0
GLYt2pp,0.0,0.0,0.0
GLYt2r,0.0,0.0,0.0
GLYt4,0.0,0.0,0.0
GLYtex,0.0,0.0,0.0
GMPR,0.0,0.0,0.0
GMPS2,-2.95260020795238e-15,-1.1040575226145132e-14,8.087975018192751e-15
GND,0.0,0.0,0.0
GNK_1,0.0,0.0,0.0
GNKr,0.0,0.0,0.0
GNNUC,0.0,0.0,0.0
GNP,0.0,0.0,0.0
GPDDA2,0.0,0.0,0.0
GPDDA4,0.0,0.0,0.0
GRTT,0.0,0.0,0.0
GSNt2pp,9.999999999999734,9.999999999999723,1.0658141036401503e-14
GTHOr,0.0,0.0,0.0
GTHPe,0.0,2.2523865997557573e-15,-2.2523865997557573e-15
GTHPi,0.0,0.0,0.0
GTHRDH_syn,0.0,0.0,0.0
GTHRDHpp,0.0,0.0,0.0
GTHRDabc2pp,0.0,0.0,0.0
GTHRDabcpp,0.0,0.0,0.0
GTHRDt2_1,0.0,0.0,0.0
GTPCI,0.0,0.0,0.0
GTPCII,0.0,0.0,0.0
GTPDPK,0.0,0.0,0.0
GTPDPK_1,0.0,0.0,0.0
GTPHs,0.0,0.0,0.0
GUACYC,0.0,0.0,0.0
GUAPRT,0.0,0.0,0.0
GUAt2pp,0.0,0.0,0.0
GUAt2r,0.0,0.0,0.0
GUAtex,0.0,0.0,0.0
GUI2,0.0,0.0,0.0
GalMr,0.0,0.0,0.0
H2CO3D2,0.0,0.0,0.0
H2Ot,-10.0,-10.0,0.0
H2Otex,19.99999999999947,20.000000000000036,-5.648814749292796e-13
H2Otpp,0.0,0.0,0.0
H2SO,0.0,0.0,0.0
H2St1,-1.6768042151910972e-15,4.164029773564482e-15,-5.84083398875558e-15
H2tex,0.0,0.0,0.0
H2tpp,0.0,0.0,0.0
HACD1,0.0,0.0,0.0
HACD1_1,0.0,0.0,0.0
HACD1i,0.0,0.0,0.0
HACD2,0.0,-3.6912236735146852e-31,3.6912236735146852e-31
HACD3,0.0,-3.6912236735146852e-31,3.6912236735146852e-31
HACD4,0.0,-3.6912236735146852e-31,3.6912236735146852e-31
HACD5,0.0,-3.6912236735146852e-31,3.6912236735146852e-31
HACD6,0.0,-3.691223673514685e-31,3.691223673514685e-31
HACD7,0.0,-2.3118690288773327e-31,2.3118690288773327e-31
HACD8,0.0,0.0,0.0
HACD8i,0.0,0.0,0.0
HACD9,0.0,0.0,0.0
HACOADr,0.0,1.9841355945648686e-15,-1.9841355945648686e-15
HADPCOADH,0.0,0.0,0.0
HCO3E,0.0,0.0,0.0
HCYSMT,0.0,1.6111549660519664e-18,-1.6111549660519664e-18
HCYSMT2,0.0,-8.055774830259831e-19,8.055774830259831e-19
HDECH,0.0,0.0,0.0
HEMEOS_1,0.0,0.0,0.0
HETZK,0.0,0.0,0.0
HEX1,0.0,0.0,0.0
HEX4,0.0,0.0,0.0
HEX7,6.00178571428545,6.0017857142855995,-1.4921397450962104e-13
HEXSabc,0.0,0.0,0.0
HEXt2rpp,0.0,0.0,0.0
HG2abcpp,0.0,0.0,0.0
HG2t3pp,0.0,0.0,0.0
HG2tex,0.0,0.0,0.0
HGNTOR,0.0,0.0,0.0
HGt,0.0,0.0,0.0
HIBD,0.0,0.0,0.0
HIBHr,0.0,1.9841355945648686e-15,-1.9841355945648686e-15
HISDr,0.0,0.0,0.0
HISGLYabcpp,0.0,0.0,0.0
HISGLYtex,0.0,0.0,0.0
HISHISabcpp,0.0,0.0,0.0
HISHIStex,0.0,0.0,0.0
HISTD,0.0,0.0,0.0
HISTP,0.0,0.0,0.0
HISTP_1,0.0,0.0,0.0
HISabc,0.0,0.0,0.0
HISt2r,0.0,0.0,0.0
HKM1PP,0.0,0.0,0.0
HMBS,0.0,0.0,0.0
HMGL,0.0,0.0,0.0
HMGL_2,0.0,0.0,0.0
HMPK1,0.0,0.0,0.0
HMPPtr,0.0,0.0,0.0
HMR_9610,0.0,0.0,0.0
HOXPRx,0.0,0.0,0.0
HPHACA,0.0,0.0,0.0
HPPK,0.0,0.0,0.0
HQNt6,0.0,0.0,0.0
HSDxi,0.0,0.0,0.0
HSDy,0.0,-2.0663270946622574e-15,2.0663270946622574e-15
HSERTA,0.0,0.0,0.0
HSK,0.0,2.0663270946622574e-15,-2.0663270946622574e-15
HSTPT,0.0,0.0,0.0
HSTPTr,0.0,0.0,0.0
HXANt2pp,0.0,0.0,0.0
HXANt2r,0.0,0.0,0.0
HXAtex,0.0,0.0,0.0
HXCT,0.0,0.0,0.0
HXPRT,0.0,0.0,0.0
HYPOE,0.0,0.0,0.0
HYXNtex,0.0,0.0,0.0
Htex,19.99999999999947,19.999999999999982,-5.115907697472721e-13
IBTMr,0.0,1.9841355945648682e-15,-1.9841355945648682e-15
ICDHyr,0.0,-6.444619864207865e-18,6.444619864207865e-18
ICHORS,0.0,0.0,0.0
ICHORT,0.0,0.0,0.0
ICITt4pp,0.0,0.0,0.0
ICITtex,0.0,0.0,0.0
ICITtupp,0.0,0.0,0.0
ICL,0.0,6.4446198642078656e-18,-6.4446198642078656e-18
ID3ACALDt,0.0,0.0,0.0
IG3PS_1,0.0,0.0,0.0
IGPDH_1,0.0,0.0,0.0
IGPS,0.0,0.0,0.0
ILEDHr,0.0,0.0,0.0
ILETA,0.0,8.055774830259831e-19,-8.055774830259831e-19
ILEabc,0.0,0.0,0.0
ILEabcpp,0.0,0.0,0.0
ILEt2r,0.0,8.055774830259831e-19,-8.055774830259831e-19
ILEtex,0.0,0.0,0.0
IMPC,0.0,0.0,0.0
IMPD,-2.9526002079523796e-15,-1.1040575226145132e-14,8.087975018192753e-15
IND3ACtex,0.0,0.0,0.0
IND3ACtpp,0.0,0.0,0.0
INOSR,0.0,0.0,0.0
INS2D,0.0,0.0,0.0
INSCR,0.0,0.0,0.0
INSH,0.0,0.0,0.0
INSTabc,0.0,0.0,0.0
INSTt2,0.0,0.0,0.0
IPDDI,0.0,0.0,0.0
IPDPS,0.0,0.0,0.0
IPMD,0.0,0.0,0.0
IPPMIa,0.0,0.0,0.0
IPPMIb,0.0,0.0,0.0
IPPS,0.0,0.0,0.0
ISETACabcpp,0.0,0.0,0.0
ISETACtex,0.0,0.0,0.0
ITCY,0.0,0.0,0.0
IZPN,0.0,0.0,0.0
IZPN_1,0.0,0.0,0.0
KARA1,5.665811905659767e-16,0.0,5.665811905659767e-16
KARA2,0.0,-8.055774830259829e-19,8.055774830259829e-19
KAS1,0.0,0.0,0.0
KAS11,0.0,0.0,0.0
KAS12,0.0,0.0,0.0
KAS13,0.0,0.0,0.0
KAS17,0.0,0.0,0.0
KAS2,0.0,0.0,0.0
KAS3,0.0,0.0,0.0
KAS4,0.0,0.0,0.0
KAS6,0.0,0.0,0.0
KAS7,0.0,0.0,0.0
KAS8,0.0,0.0,0.0
Kabc,0.0,0.0,0.0
Kabcpp,0.0,0.0,0.0
Kt1,0.0,0.0,0.0
Kt2r,0.0,0.0,0.0
Kt3r,0.0,0.0,0.0
Ktex,0.0,0.0,0.0
LALALGLUtex,0.0,0.0,0.0
LALGP,0.0,0.0,0.0
LCADi,0.0,0.0,0.0
LDGUNPD,0.0,0.0,0.0
LDH_D,0.0,0.0,0.0
LDH_L,0.0,0.0,0.0
LEULEULAPc,0.0,0.0,0.0
LEULEUabcpp,0.0,0.0,0.0
LEULEUtex,0.0,0.0,0.0
LEUTA,0.0,0.0,0.0
LEUabc,0.0,0.0,0.0
LEUabcpp,0.0,0.0,0.0
LEUt2r,0.0,0.0,0.0
LEUt3pp,1.11022302462512e-15,-9.17349961580464e-15,1.028372264042976e-14
LEUtex,-1.1102230246251203e-15,9.173499615804642e-15,-1.0283722640429762e-14
LGTHL,0.0,0.0,0.0
LIPAMPL,0.0,0.0,0.0
LIPATPT_2,0.0,0.0,0.0
LIPO1S24_BS,0.0,0.0,0.0
LIPO2S24_BS,0.0,0.0,0.0
LIPO3S24_BS,0.0,0.0,0.0
LIPO4S24_BS,0.0,0.0,0.0
LIPOPBt,0.0,0.0,0.0
LLEUDr,-1.11022302462512e-15,-4.454300298768447e-15,3.3440772741433264e-15
LPLIPAL1A160pp,0.0,0.0,0.0
LPLIPAL1A161pp,0.0,0.0,0.0
LPLIPAL1E180pp,0.0,0.0,0.0
LPLIPAL2E161,0.0,0.0,0.0
LPLIPAL2G181,0.0,0.0,0.0
LSERDHr,0.0,0.0,0.0
LTHRK,0.0,0.0,0.0
LYSDC,0.0,0.0,0.0
LYSGLUGLYtr,0.0,0.0,0.0
LYSabc,0.0,0.0,0.0
LYSabcpp,0.0,0.0,0.0
LYSt3pp,0.0,0.0,0.0
LYSt3r,0.0,-3.1577418490407447e-15,3.1577418490407447e-15
LYStex,0.0,0.0,0.0
M1PD,0.0,0.0,0.0
MACACI,0.0,0.0,0.0
MACCOAT,0.0,0.0,0.0
MAL6PG,4.672023809523677,4.672023809523733,-5.595524044110789e-14
MALDDH,0.0,0.0,0.0
MALDt2_2pp,0.0,0.0,0.0
MALDtex,0.0,0.0,0.0
MALS,0.0,0.0,0.0
MALT,0.0,0.0,0.0
MALTTRabc,0.0,0.0,0.0
MALTTTRabc,0.6648809523808824,0.6648809523809331,-5.0737192225369654e-14
MALTabc,0.0,0.0,0.0
MALTpts,0.0,0.0,0.0
MALTt2,4.007142857142795,4.007142857142799,-4.440892098500626e-15
MALt4,0.0,0.0,0.0
MAN6PI,0.0,0.0,0.0
MANGLYCptspp,0.0,0.0,0.0
MANGLYCtex,0.0,0.0,0.0
MANPGH,0.0,0.0,0.0
MANpts,0.0,0.0,0.0
MANt2,0.0,0.0,0.0
MBCOAi,0.0,0.0,0.0
MCA,0.0,1.9841355945648686e-15,-1.9841355945648686e-15
MCBTFUexs,0.0,0.0,0.0
MCCC,0.0,0.0,0.0
MCITL2,0.0,1.9841355945648686e-15,-1.9841355945648686e-15
MCITS,0.0,1.9841355945648686e-15,-1.9841355945648686e-15
MCSNAH,0.0,0.0,0.0
MCTC_1,0.0,0.0,0.0
MCTP1App,0.0,0.0,0.0
MCTP1Bpp,0.0,0.0,0.0
MCTP2App,0.0,0.0,0.0
MDDCP1pp,0.0,0.0,0.0
MDDCP2pp,0.0,0.0,0.0
MDDCP3pp,0.0,0.0,0.0
MDDCP4pp,0.0,0.0,0.0
MDDCP5pp,0.0,0.0,0.0
MDDEP1pp,0.0,0.0,0.0
MDDEP2pp,0.0,0.0,0.0
MDDEP3pp,0.0,0.0,0.0
MDDEP4pp,0.0,0.0,0.0
MDH,0.0,1.990580214429077e-15,-1.990580214429077e-15
MDNTHAep,0.0,0.0,0.0
MDRPD,0.0,0.0,0.0
ME2,0.0,0.0,0.0
MECDPDH2,0.0,0.0,0.0
MECDPS,0.0,0.0,0.0
MELIBabc,0.0,0.0,0.0
MEOHtex,0.0,0.0,0.0
MEOHtrpp,0.0,0.0,0.0
MEPCT,0.0,0.0,0.0
METAT,0.0,0.0,0.0
METB1,0.0,0.0,0.0
METDabc,0.0,0.0,0.0
METGL,0.0,0.0,0.0
METOX1s,0.0,0.0,0.0
METOX2s,0.0,0.0,0.0
METS,0.0,0.0,0.0
METSOX1abc,0.0,0.0,0.0
METSOX2abc,0.0,0.0,0.0
METSOXR1,0.0,0.0,0.0
METSOXR2,0.0,0.0,0.0
METSR_R1,0.0,0.0,0.0
METSR_R2,0.0,0.0,0.0
METSR_S1,0.0,0.0,0.0
METSR_S2,0.0,0.0,0.0
METSRabc,0.0,0.0,0.0
METSabc,0.0,0.0,0.0
METabc,0.0,0.0,0.0
METabcpp,0.0,0.0,0.0
METt3pp,0.0,0.0,0.0
METte,0.0,0.0,0.0
MFUMt8,0.0,0.0,0.0
MG2tex,0.0,0.0,0.0
MGCH,0.0,0.0,0.0
MGSA,0.0,0.0,0.0
MGt5,0.0,0.0,0.0
MHPGLUT,0.0,0.0,0.0
MHPGLUT2,0.0,0.0,0.0
MI1PP,0.0,0.0,0.0
MLDCP1App,0.0,0.0,0.0
MLDCP1Bpp,0.0,0.0,0.0
MLDCP2App,0.0,0.0,0.0
MLDCP2Bpp,0.0,0.0,0.0
MLDCP3App,0.0,0.0,0.0
MLDEP1pp,0.0,0.0,0.0
MLDEP2pp,0.0,0.0,0.0
MLTG1,0.6648809523808824,0.6648809523809331,-5.0737192225369654e-14
MLTG2,0.6648809523808824,0.6648809523809331,-5.0737192225369654e-14
MLTGY1pp,0.0,0.0,0.0
MLTGY2pp,0.0,0.0,0.0
MLTGY3pp,0.0,0.0,0.0
MLTGY4pp,0.0,0.0,0.0
MMCD,0.0,0.0,0.0
MME,0.0,0.0,0.0
MMETt2pp,0.0,-8.055774830259832e-19,8.055774830259832e-19
MMETtex,0.0,-8.055774830259831e-19,8.055774830259831e-19
MMM,0.0,0.0,0.0
MMM2,0.0,0.0,0.0
MMSAD1,0.0,0.0,0.0
MMSAD2,0.0,0.0,0.0
MMSAD3,0.0,0.0,0.0
MMSDHir,0.0,1.984135594564869e-15,-1.984135594564869e-15
MN2t3pp,0.0,0.0,0.0
MN6PP,0.0,0.0,0.0
MNLpts,0.0,0.0,0.0
MNLptspp,0.0,0.0,0.0
MNLtex,0.0,0.0,0.0
MNabc,0.0,0.0,0.0
MNt2,0.0,0.0,0.0
MNtex,0.0,0.0,0.0
MOBDabc,0.0,0.0,0.0
MOBDabc_rev,0.0,0.0,0.0
MOBDabcpp,0.0,0.0,0.0
MOBDtex,0.0,0.0,0.0
MOHMT,0.0,0.0,0.0
MPTG,0.0,0.0,0.0
MPTG2,0.0,0.0,0.0
MSO3abc,0.0,0.0,0.0
MSO3abcpp,0.0,0.0,0.0
MSO3tex,0.0,0.0,0.0
MSULR,0.0,0.0,0.0
MTAM_1,0.0,0.0,0.0
MTAN,0.0,0.0,0.0
MTHFC,0.0,0.0,0.0
MTHFC_1,0.0,0.0,0.0
MTHFD,0.0,0.0,0.0
MTHFD2i,0.0,0.0,0.0
MTHFR3,0.0,0.0,0.0
MTHTHFSs,0.0,0.0,0.0
MTRI,0.0,0.0,0.0
MTRK,0.0,0.0,0.0
MYCTR,0.0,0.0,0.0
MYCTR2,0.0,0.0,0.0
NABTNO,0.0,0.0,0.0
NACt,-9.999999999999723,-10.000000000000043,3.197442310920451e-13
NADDP,-1.1690931943875683e-15,-7.530146699298625e-15,6.361053504911056e-15
NADDPp_1,0.0,0.0,0.0
NADH10,0.0,0.0,0.0
NADH4,0.0,0.0,0.0
NADH5,0.0,0.0,0.0
NADH9,0.0,1.9498069566427086e-14,-1.9498069566427086e-14
NADHPO,0.0,0.0,0.0
NADK,0.0,0.0,0.0
NADK1,0.0,0.0,0.0
NADK2,0.0,0.0,0.0
NADK3,0.0,0.0,0.0
NADK4,0.0,0.0,0.0
NADK5,0.0,0.0,0.0
NADK_1,0.0,0.0,0.0
NADKd,0.0,9.438717719219353e-16,-9.438717719219353e-16
NADN,0.0,0.0,0.0
NADPHQR2,5.000000000000064,4.9999999999999725,9.14823772291129e-14
NADPHQR3,0.0,0.0,0.0
NADS1,0.0,0.0,0.0
NADS2,0.0,0.0,0.0
NADTRHD,0.0,0.0,0.0
NAPRT,-9.999999999999725,-10.000000000000044,3.197442310920451e-13
NAabc,0.0,0.0,0.0
NAabcO,0.0,0.0,0.0
NAt3_1,2.7870272398162167e-15,-1.9808442730681883e-14,2.25954699704981e-14
NAt3_2,0.0,0.0,0.0
NAt3pp,0.0,0.0,0.0
NAtex,2.787027239816217e-15,-1.9808442730681886e-14,2.2595469970498102e-14
NBAHH_ir,0.0,0.0,0.0
NDP3,0.0,0.0,0.0
NDP7,0.0,0.0,0.0
NDPK1,0.0,0.0,0.0
NDPK2,-1.1102230246251193e-15,1.1368592845956536e-15,-2.247082309220773e-15
NDPK3,1.6768042151910968e-15,-3.552713678800501e-15,5.229517893991598e-15
NDPK4,0.0,9.438717719219355e-16,-9.438717719219355e-16
NDPK5,0.0,0.0,0.0
NDPK6,0.0,0.0,0.0
NDPK7,1.1102230246251193e-15,1.7763568394002505e-15,-6.661338147751312e-16
NDPK8,0.0,0.0,0.0
NDPK9,0.0,0.0,0.0
NH3c,0.0,0.0,0.0
NH4t,0.0,0.0,0.0
NH4tex,0.0,0.0,0.0
NH4tpp,0.0,0.0,0.0
NH4tpp_1,0.0,0.0,0.0
NI2abcpp,0.0,0.0,0.0
NI2t3pp,0.0,0.0,0.0
NI2t4pp,0.0,0.0,0.0
NI2tex,0.0,0.0,0.0
NI2uabcpp,0.0,0.0,0.0
NIabc,0.0,0.0,0.0
NMNAT,0.0,0.0,0.0
NMNDA,9.999999999999725,10.000000000000043,-3.1796787425264483e-13
NMNHYD_1,0.0,0.0,0.0
NMNN,0.0,0.0,0.0
NMNP,9.999999999999726,10.000000000000052,-3.2507330161024584e-13
NMO,0.0,0.0,0.0
NNAM,0.0,0.0,0.0
NNATr,0.0,0.0,0.0
NNDPR,0.0,0.0,0.0
NO2tex,0.0,0.0,0.0
NO3abc,0.0,0.0,0.0
NO3abcpp,0.0,0.0,0.0
NO3t,0.0,0.0,0.0
NO3tex,0.0,0.0,0.0
NODOx,0.0,0.0,0.0
NODOy,0.0,0.0,0.0
NOR_syn_1,0.0,0.0,0.0
NOS1_1,0.0,0.0,0.0
NOS3,0.0,0.0,0.0
NOX,0.0,0.0,0.0
NPHS,0.0,0.0,0.0
NTD1,-1.110223024625119e-15,-1.262167353516978e-31,-1.1102230246251189e-15
NTD10,0.0,0.0,0.0
NTD12,0.0,0.0,0.0
NTD2,0.0,0.0,0.0
NTD3,-1.1102230246251195e-15,-2.125365167167254e-15,1.0151421425421344e-15
NTD4,0.0,0.0,0.0
NTD5,0.0,0.0,0.0
NTD6,0.0,0.0,0.0
NTD7,0.0,0.0,0.0
NTD8,-2.95260020795238e-15,-1.1381545085701515e-14,8.428944877749134e-15
NTD9,0.0,0.0,0.0
NTP1,0.0,0.0,0.0
NTP10,0.0,0.0,0.0
NTP3,0.0,0.0,0.0
NTP5,0.0,0.0,0.0
NTPP1,0.0,0.0,0.0
NTPP10,0.0,0.0,0.0
NTPP10_1,0.0,0.0,0.0
NTPP11,0.0,0.0,0.0
NTPP11_1,0.0,0.0,0.0
NTPP1_1,0.0,0.0,0.0
NTPP2,0.0,0.0,0.0
NTPP2_1,0.0,0.0,0.0
NTPP3,0.0,0.0,0.0
NTPP4,0.0,0.0,0.0
NTPP5,0.0,0.0,0.0
NTPP6,0.0,0.0,0.0
NTPP7,0.0,0.0,0.0
NTPP8,0.0,0.0,0.0
NTPP8_1,0.0,0.0,0.0
NTPP9,0.0,0.0,0.0
NTPP9_1,0.0,0.0,0.0
O2tex,8.000892857142821,8.000892857142818,3.552713678800501e-15
O2tpp,8.000892857142821,8.000892857142818,3.552713678800501e-15
OAADCS,0.0,3.2350538819148653e-15,-3.2350538819148653e-15
OBDHc,0.0,0.0,0.0
OCBT,0.0,0.0,0.0
OCBT_1,0.0,0.0,0.0
OCOAT1,-3.696653532727951e-15,9.173499615804643e-15,-1.2870153148532595e-14
OCOAT2r,1.11022302462512e-15,-9.173499615804643e-15,1.0283722640429764e-14
OCTAtex,0.0,0.0,0.0
OCTDPS,0.0,0.0,0.0
OHPBAT,0.0,0.0,0.0
OIVD1r,0.0,9.173499615804642e-15,-9.173499615804642e-15
OIVD2,0.0,0.0,0.0
OIVD3,0.0,0.0,0.0
OMCDC,0.0,0.0,0.0
OMPDC,0.0,0.0,0.0
ORNTA,0.0,0.0,0.0
ORNTAC_1,0.0,0.0,0.0
ORNTA_1,0.0,0.0,0.0
ORPT,0.0,0.0,0.0
OXADC,0.0,0.0,0.0
OXAtpp,0.0,8.49389987715201e-15,-8.49389987715201e-15
OXCOAHDH,0.0,0.0,0.0
OXDHCOAT,0.0,0.0,0.0
OXFOtex,0.0,8.493899877152009e-15,-8.493899877152009e-15
OXGDC,0.0,0.0,0.0
OXPTNDH,0.0,0.0,0.0
P52O,0.0,0.0,0.0
P5CD,0.0,0.0,0.0
P5CR,0.0,0.0,0.0
P5CRx,0.0,0.0,0.0
PA160abcpp,0.0,0.0,0.0
PA161abcpp,0.0,0.0,0.0
PACALDt,0.0,0.0,0.0
PACCOAE,0.0,0.0,0.0
PACCOAL,0.0,0.0,0.0
PANO,0.0,0.0,0.0
PANTS,0.0,0.0,0.0
PAP,0.0,0.0,0.0
PAPPT3,0.0,0.0,0.0
PAPSR,0.0,0.0,0.0
PAP_BS,0.0,0.0,0.0
PBUTT,10.000000000000204,10.000000000000204,0.0
PC,0.0,0.0,0.0
PDE1,0.0,0.0,0.0
PDE4,0.0,0.0,0.0
